event_id,channel,type,min,max,std
traindata_20181115_080643,sgDI20ALL,strain,-1.1304676457924356e-05,1.857562555476538e-05,3.7817825772127244e-06
traindata_20181115_080643,sgDI23ALB,strain,-1.098822155218076e-05,1.9141760171018118e-05,3.528455143525847e-06
traindata_20181115_080643,sgDI23ALL,strain,-7.314107522069717e-06,1.5842422850075825e-05,3.3102488027503122e-06
traindata_20181115_080643,sgRABB,strain,-2.0567006707692698e-05,1.1833521716852608e-05,1.3664819559247851e-06
traindata_20181115_080643,sgRABL,strain,-7.803009987193126e-06,1.4730215546512052e-05,1.4582293768365883e-06
traindata_20181115_080643,sgRAAB,strain,-0.00015120486612555105,3.64702219807169e-05,1.2358025306325396e-05
traindata_20181115_080643,sgRAAL,strain,-0.0003627981467841309,7.371225360713532e-05,1.0089757701356242e-05
traindata_20181115_171218,aBD11Az,accel,-0.8522567965911152,0.9196878016594849,0.06771165079564405
traindata_20181115_171218,aBD17Ay,accel,-0.7833625937650183,0.7751143882652443,0.05285793339357897
traindata_20181115_171218,aBD17Az,accel,-1.6030575632625652,1.43338241850644,0.10717814614626707
traindata_20181115_171218,aBD17Cz,accel,-2.698611836001353,3.605082018974947,0.19974410191486938
traindata_20181115_171218,aBD23Ay,accel,-0.5762674776026916,0.6307323079068988,0.046651651167747936
traindata_20181115_171218,aBD23Az,accel,-0.8371447327097126,0.811555818007783,0.07428722220458615
traindata_20181115_171218,aAR0910Ay,accel,,,
traindata_20181115_171218,aAR0910Cy,accel,,,
traindata_20181115_171218,aAR1516Ay,accel,,,
traindata_20181115_171218,aAR1516Cy,accel,,,
traindata_20181115_171218,aAR2122Ay,accel,,,
traindata_20181115_171218,aAR2122Cy,accel,,,
traindata_20181115_171218,sgBD1011A,strain,-6.8465980125010045e-06,2.0613487479618576e-06,1.437956480670794e-06
traindata_20181115_171218,sgBD1415A,strain,-9.672784130025246e-06,1.8425300699979321e-06,2.3946336191989884e-06
traindata_20181115_171218,sgBD1718A,strain,,,
traindata_20181115_171218,sgBD1718C,strain,-6.107032250298394e-06,4.7628691861806695e-05,1.2241128802375038e-05
traindata_20181115_171218,sgBD2324AB,strain,-7.750076627036339e-06,1.0265770453303624e-06,1.5477863901346543e-06
traindata_20181115_171218,sgBD2324AT,strain,,,
traindata_20181115_171218,sgBD2324C,strain,-2.796345560235054e-06,4.6988160140976954e-05,1.2151125581913422e-05
traindata_20181115_171218,sgBD2728A,strain,-1.479210168227999e-06,1.3594697383354466e-05,2.659440626075487e-06
traindata_20181115_171218,sgDI20ALB,strain,-1.5584653363132875e-05,1.9647672531973657e-05,4.261621631592907e-06
traindata_20181115_171218,sgDI20ALL,strain,-1.1109594278780732e-05,1.7350840578978345e-05,3.9203748342870965e-06
traindata_20181115_171218,sgDI23ALB,strain,-1.2319501423586248e-05,1.7559277209468487e-05,3.6126633981022955e-06
traindata_20181115_171218,sgDI23ALL,strain,-8.32094596635622e-06,1.5327303328603646e-05,3.4266337131893607e-06
traindata_20181115_171218,sgRABB,strain,-1.9363250264637556e-05,6.211441050386261e-06,1.4478491363455592e-06
traindata_20181115_171218,sgRABL,strain,-6.345795170711389e-06,4.154599289013394e-06,9.641899517494627e-07
traindata_20181115_171218,sgRAAB,strain,-0.00015878185382183443,4.625489922841537e-05,1.2855474097525115e-05
traindata_20181115_171218,sgRAAL,strain,-0.000271140219795828,9.352867620343529e-05,1.068950669076874e-05
traindata_20181116_080250,aBD11Az,accel,-0.6417045046693243,0.6430698438650587,0.07240836634509946
traindata_20181116_080250,aBD17Ay,accel,-0.5813467012782423,0.7106071895633611,0.05114192636546608
traindata_20181116_080250,aBD17Az,accel,-1.3816464027464346,1.4518380887816338,0.11452080524677755
traindata_20181116_080250,aBD17Cz,accel,-2.3602979328828764,2.377176054836673,0.21304319518310125
traindata_20181116_080250,aBD23Ay,accel,-0.8031785495712622,0.589587935693728,0.047245477046601515
traindata_20181116_080250,aBD23Az,accel,-1.0605452384733727,0.8754459190703231,0.08802460380881454
traindata_20181116_080250,aAR0910Ay,accel,,,
traindata_20181116_080250,aAR0910Cy,accel,,,
traindata_20181116_080250,aAR1516Ay,accel,,,
traindata_20181116_080250,aAR1516Cy,accel,,,
traindata_20181116_080250,aAR2122Ay,accel,,,
traindata_20181116_080250,aAR2122Cy,accel,,,
traindata_20181116_080250,sgBD1011A,strain,-4.992019267058078e-06,4.122655458554578e-06,9.790258703153083e-07
traindata_20181116_080250,sgBD1415A,strain,-1.005262415429409e-05,9.808854095205027e-07,2.204296645887604e-06
traindata_20181116_080250,sgBD1718A,strain,,,
traindata_20181116_080250,sgBD1718C,strain,-1.446826418104413e-06,5.1108716746357374e-05,1.275068794715353e-05
traindata_20181116_080250,sgBD2324AB,strain,-1.0234827601821245e-05,2.420685405382021e-06,2.3203837396724216e-06
traindata_20181116_080250,sgBD2324AT,strain,,,
traindata_20181116_080250,sgBD2324C,strain,-1.8978418830942157e-06,5.0858084501425314e-05,1.3126805261933053e-05
traindata_20181116_080250,sgBD2728A,strain,-2.817752583291188e-06,1.603329854461862e-05,2.523228202009684e-06
traindata_20181116_080250,sgDI20ALB,strain,-2.9040997904949733e-05,2.3009672953270524e-05,5.3220831157495065e-06
traindata_20181116_080250,sgDI20ALL,strain,-2.1415135425470098e-05,2.1569804870479113e-05,4.5956220052683584e-06
traindata_20181116_080250,sgDI23ALB,strain,-3.03873091832595e-05,1.9522043880832352e-05,4.739712736132714e-06
traindata_20181116_080250,sgDI23ALL,strain,-1.8784121903705597e-05,1.9291303092924404e-05,4.036683256751764e-06
traindata_20181116_080250,sgRABB,strain,-1.7968345119213638e-05,5.297476035476439e-06,1.140112017646207e-06
traindata_20181116_080250,sgRABL,strain,-7.069186257259381e-06,7.660843597364264e-06,1.191071853422537e-06
traindata_20181116_080250,sgRAAB,strain,-0.00020360470738272748,6.0215284012340466e-05,1.3741946857490937e-05
traindata_20181116_080250,sgRAAL,strain,-0.0003388663371843034,0.00010483167320725085,1.2351337037758599e-05
traindata_20181116_170102,aBD11Az,accel,-0.8510270421193677,0.8856559431852343,0.07023589866290363
traindata_20181116_170102,aBD17Ay,accel,-3.213466674902333,2.910838370538485,0.10710270753623015
traindata_20181116_170102,aBD17Az,accel,-3.370338303734454,3.572303998936794,0.20148350123944378
traindata_20181116_170102,aBD17Cz,accel,-9.612400511793611,14.328124011554575,0.32812172980343407
traindata_20181116_170102,aBD23Ay,accel,-1.8555809382492594,1.8369574114633291,0.08875643198685222
traindata_20181116_170102,aBD23Az,accel,-1.189714007834553,1.2665360204547598,0.09549639845898249
traindata_20181116_170102,aAR0910Ay,accel,,,
traindata_20181116_170102,aAR0910Cy,accel,,,
traindata_20181116_170102,aAR1516Ay,accel,,,
traindata_20181116_170102,aAR1516Cy,accel,,,
traindata_20181116_170102,aAR2122Ay,accel,,,
traindata_20181116_170102,aAR2122Cy,accel,,,
traindata_20181116_170102,sgBD1011A,strain,-3.852339041568681e-06,5.767799674843895e-06,8.568666532895047e-07
traindata_20181116_170102,sgBD1415A,strain,-6.012680141932801e-06,1.2646437656444777e-06,1.4300943515090971e-06
traindata_20181116_170102,sgBD1718A,strain,,,
traindata_20181116_170102,sgBD1718C,strain,-1.285836884068459e-06,4.428852998359582e-05,1.0344504047035028e-05
traindata_20181116_170102,sgBD2324AB,strain,-5.720522456774112e-06,4.33723034468111e-06,1.3105040646434788e-06
traindata_20181116_170102,sgBD2324AT,strain,,,
traindata_20181116_170102,sgBD2324C,strain,-1.3603655531365896e-06,3.909377972155417e-05,1.0285336532320725e-05
traindata_20181116_170102,sgBD2728A,strain,-1.2009472414610794e-06,1.5175161284189078e-05,2.5973153737027937e-06
traindata_20181116_170102,sgDI20ALB,strain,-3.0244544850067262e-05,2.144512753387678e-05,5.040653984741341e-06
traindata_20181116_170102,sgDI20ALL,strain,-2.1700874981780212e-05,1.793683989006773e-05,4.308966712975039e-06
traindata_20181116_170102,sgDI23ALB,strain,-2.956686897733396e-05,1.794879279787189e-05,4.4360053031046025e-06
traindata_20181116_170102,sgDI23ALL,strain,-1.8567151312728826e-05,1.4430208963757765e-05,3.7178280300555374e-06
traindata_20181116_170102,sgRABB,strain,-1.241347089947144e-05,4.219745391164219e-06,8.05517836140033e-07
traindata_20181116_170102,sgRABL,strain,-2.4191389951304875e-06,2.278822034343706e-06,3.8155272373061357e-07
traindata_20181116_170102,sgRAAB,strain,-0.00018724350787858367,6.939341757489945e-05,1.2823611563048943e-05
traindata_20181116_170102,sgRAAL,strain,-0.00025501417936287126,0.00011495732939002329,9.837394408150893e-06
traindata_20181117_082124,aBD11Az,accel,-0.6890435947058953,0.6391096417708643,0.07088910533563553
traindata_20181117_082124,aBD17Ay,accel,-1.3136814947426054,1.074821304733248,0.07254394079541752
traindata_20181117_082124,aBD17Az,accel,-1.2767924088734586,1.3166551493693248,0.12503536268593807
traindata_20181117_082124,aBD17Cz,accel,-3.0028914380224356,4.568435439508569,0.26384064769023613
traindata_20181117_082124,aBD23Ay,accel,-0.850313885513427,0.8129610959522435,0.06272737504256175
traindata_20181117_082124,aBD23Az,accel,-0.8794786360964473,1.030798098241901,0.0861471436789352
traindata_20181117_082124,aAR0910Ay,accel,,,
traindata_20181117_082124,aAR0910Cy,accel,,,
traindata_20181117_082124,aAR1516Ay,accel,,,
traindata_20181117_082124,aAR1516Cy,accel,,,
traindata_20181117_082124,aAR2122Ay,accel,,,
traindata_20181117_082124,aAR2122Cy,accel,,,
traindata_20181117_082124,sgBD1011A,strain,-7.39262922425446e-06,2.1303413345724587e-06,1.3114078413023501e-06
traindata_20181117_082124,sgBD1415A,strain,-1.1008095480033887e-05,1.2218028146627103e-06,2.8285004441520767e-06
traindata_20181117_082124,sgBD1718A,strain,,,
traindata_20181117_082124,sgBD1718C,strain,-3.1369282911330814e-06,4.838414976187391e-05,1.1043462523162075e-05
traindata_20181117_082124,sgBD2324AB,strain,-1.0446206818685646e-05,2.5646138829381196e-06,2.7262816504079037e-06
traindata_20181117_082124,sgBD2324AT,strain,,,
traindata_20181117_082124,sgBD2324C,strain,-1.6295325111876594e-06,4.485137905548193e-05,1.106323277094949e-05
traindata_20181117_082124,sgBD2728A,strain,-3.6006220732972313e-06,1.1831974930144796e-05,1.4637864432916315e-06
traindata_20181117_082124,sgDI20ALB,strain,-3.194516602048308e-05,1.8428908340923983e-05,4.091324235097603e-06
traindata_20181117_082124,sgDI20ALL,strain,-2.1852262155426863e-05,1.5019098591216584e-05,3.5948487727494918e-06
traindata_20181117_082124,sgDI23ALB,strain,-3.056397317666637e-05,1.6970479517464956e-05,3.6298992523491995e-06
traindata_20181117_082124,sgDI23ALL,strain,-1.783931621795711e-05,1.434701301166434e-05,3.137052117667784e-06
traindata_20181117_082124,sgRABB,strain,-9.024594746637417e-06,1.1645701794821788e-05,7.444990006968286e-07
traindata_20181117_082124,sgRABL,strain,-6.879869866457415e-06,1.6470712858392416e-05,6.711236665316015e-07
traindata_20181117_082124,sgRAAB,strain,-0.0002287974467742195,5.763564287030117e-05,1.3265687559949616e-05
traindata_20181117_082124,sgRAAL,strain,-0.00032209298606098596,0.00011574185188547987,9.975161987856971e-06
traindata_20181117_170911,aBD11Az,accel,-0.541090718580242,0.5295557285287718,0.043639562364140586
traindata_20181117_170911,aBD17Ay,accel,-0.46046869001045015,0.41939668214172204,0.027626234067054178
traindata_20181117_170911,aBD17Az,accel,-0.7786581223955225,0.8524262876561018,0.06395067212744884
traindata_20181117_170911,aBD17Cz,accel,-1.999902389923503,2.2005910576948797,0.12849680950578035
traindata_20181117_170911,aBD23Ay,accel,-0.3783455232296711,0.36215584147862523,0.02596213147465458
traindata_20181117_170911,aBD23Az,accel,-0.48223672155298225,0.5651415010518025,0.05111532788977916
traindata_20181117_170911,aAR0910Ay,accel,,,
traindata_20181117_170911,aAR0910Cy,accel,,,
traindata_20181117_170911,aAR1516Ay,accel,,,
traindata_20181117_170911,aAR1516Cy,accel,,,
traindata_20181117_170911,aAR2122Ay,accel,,,
traindata_20181117_170911,aAR2122Cy,accel,,,
traindata_20181117_170911,sgBD1011A,strain,-8.239464081327322e-06,1.8417716580940429e-06,1.1793109395718468e-06
traindata_20181117_170911,sgBD1415A,strain,-9.643167095043113e-06,2.789242079323821e-06,1.4777911089021466e-06
traindata_20181117_170911,sgBD1718A,strain,,,
traindata_20181117_170911,sgBD1718C,strain,-7.593811452594808e-06,4.314260494342329e-05,6.001306885146687e-06
traindata_20181117_170911,sgBD2324AB,strain,-6.651067626939992e-06,1.3176256337944466e-06,1.0086644211770498e-06
traindata_20181117_170911,sgBD2324AT,strain,,,
traindata_20181117_170911,sgBD2324C,strain,-1.1615455922995026e-05,3.807596764178982e-05,5.6990197480111114e-06
traindata_20181117_170911,sgBD2728A,strain,-5.707805319151484e-06,9.658456353162244e-06,1.5037935632415841e-06
traindata_20181117_170911,sgDI20ALB,strain,-2.0407469116916818e-05,2.1085582011059307e-05,3.329800239663821e-06
traindata_20181117_170911,sgDI20ALL,strain,-1.2058975794115444e-05,1.6716083488086948e-05,2.635079800073582e-06
traindata_20181117_170911,sgDI23ALB,strain,-1.4835791934368929e-05,1.819550652441132e-05,2.7662418394474982e-06
traindata_20181117_170911,sgDI23ALL,strain,-9.849878879526481e-06,1.505258566765423e-05,2.099980441478931e-06
traindata_20181117_170911,sgRABB,strain,-2.3200293644444882e-05,5.3658757212509065e-06,8.684848954516448e-07
traindata_20181117_170911,sgRABL,strain,-6.155090878588588e-06,5.0699241133481425e-06,6.786712305630234e-07
traindata_20181117_170911,sgRAAB,strain,-0.00016667100081728606,3.858980991307444e-05,7.5387822175125455e-06
traindata_20181117_170911,sgRAAL,strain,-0.0002971873750785215,4.581198341676451e-05,6.271647725747322e-06
traindata_20181118_095459,aBD11Az,accel,-0.9023839516011307,0.7925414794526231,0.060849631255285315
traindata_20181118_095459,aBD17Ay,accel,-0.7296225915871785,0.8135254793713573,0.041770609907507326
traindata_20181118_095459,aBD17Az,accel,-1.0977235315476237,1.032972005916007,0.08030761803056428
traindata_20181118_095459,aBD17Cz,accel,-0.7855201477262614,0.7708381402889798,0.05416150376692359
traindata_20181118_095459,aBD23Ay,accel,-0.9362946362922968,0.8595323272607812,0.03963110796559858
traindata_20181118_095459,aBD23Az,accel,-1.2115793246860551,1.435295704242071,0.06982447032290787
traindata_20181118_095459,aAR0910Ay,accel,,,
traindata_20181118_095459,aAR0910Cy,accel,,,
traindata_20181118_095459,aAR1516Ay,accel,,,
traindata_20181118_095459,aAR1516Cy,accel,,,
traindata_20181118_095459,aAR2122Ay,accel,,,
traindata_20181118_095459,aAR2122Cy,accel,,,
traindata_20181118_095459,sgBD1011A,strain,-4.603315734450571e-07,2.2265343564797127e-05,4.313390489675577e-06
traindata_20181118_095459,sgBD1415A,strain,-2.2843265138431377e-06,2.1256041902003854e-05,4.010472207179515e-06
traindata_20181118_095459,sgBD1718A,strain,,,
traindata_20181118_095459,sgBD1718C,strain,-1.2324874892710009e-06,2.3621684098775223e-05,5.71229519297093e-06
traindata_20181118_095459,sgBD2324AB,strain,-1.1899687869324762e-06,2.5297616935215993e-05,5.5090511106176905e-06
traindata_20181118_095459,sgBD2324AT,strain,,,
traindata_20181118_095459,sgBD2324C,strain,-1.3042377931850855e-06,2.0948308209988798e-05,5.017410447123011e-06
traindata_20181118_095459,sgBD2728A,strain,-1.0168799005532759e-06,5.2045089798928094e-05,1.1842748663273126e-05
traindata_20181118_095459,sgDI20ALB,strain,-3.655567038757918e-05,5.4954051726714345e-05,1.0633040768050771e-05
traindata_20181118_095459,sgDI20ALL,strain,-2.600893807230462e-05,4.608371634521864e-05,9.465201820410322e-06
traindata_20181118_095459,sgDI23ALB,strain,-2.642895788882197e-05,4.9417894247925334e-05,9.350835225973658e-06
traindata_20181118_095459,sgDI23ALL,strain,-1.7918658431411837e-05,4.040215860288569e-05,8.169260620464311e-06
traindata_20181118_095459,sgRABB,strain,-9.913139008262078e-05,0.00010159674181662667,9.43202165576335e-06
traindata_20181118_095459,sgRABL,strain,-0.00010340229984757083,0.0001046847344493937,8.53042915919276e-06
traindata_20181118_095459,sgRAAB,strain,-5.0481987917922415e-06,4.537746398740246e-06,5.822259070689181e-07
traindata_20181118_095459,sgRAAL,strain,-8.934091752998638e-07,1.5677295523084945e-05,3.1877139348987574e-06
traindata_20181118_172302,aBD11Az,accel,-1.2977346884246366,1.43293645880526,0.059960106660028094
traindata_20181118_172302,aBD17Ay,accel,-0.4398097127540258,0.5337050664409204,0.029556596375696114
traindata_20181118_172302,aBD17Az,accel,-1.085633943805814,1.0625003577085053,0.07509040063797799
traindata_20181118_172302,aBD17Cz,accel,-0.575342276011903,0.5498653928556793,0.047712532951914334
traindata_20181118_172302,aBD23Ay,accel,-0.5154746664074535,0.4820975814819099,0.028801083857199178
traindata_20181118_172302,aBD23Az,accel,-0.9895001641095592,0.9691040703796006,0.06389937664302868
traindata_20181118_172302,aAR0910Ay,accel,,,
traindata_20181118_172302,aAR0910Cy,accel,,,
traindata_20181118_172302,aAR1516Ay,accel,,,
traindata_20181118_172302,aAR1516Cy,accel,,,
traindata_20181118_172302,aAR2122Ay,accel,,,
traindata_20181118_172302,aAR2122Cy,accel,,,
traindata_20181118_172302,sgBD1011A,strain,-2.9213864441683538e-06,1.7532577393141526e-05,3.2254008463281918e-06
traindata_20181118_172302,sgBD1415A,strain,-2.877340507641729e-06,1.550125051959857e-05,2.711933068352726e-06
traindata_20181118_172302,sgBD1718A,strain,,,
traindata_20181118_172302,sgBD1718C,strain,-1.521406919620979e-06,2.2744198781631507e-05,5.355575733052584e-06
traindata_20181118_172302,sgBD2324AB,strain,-1.166266570358759e-06,1.991888594583298e-05,4.0573646906710635e-06
traindata_20181118_172302,sgBD2324AT,strain,,,
traindata_20181118_172302,sgBD2324C,strain,-1.085552016862675e-06,1.8236282028070365e-05,4.119689098330306e-06
traindata_20181118_172302,sgBD2728A,strain,-9.680369277870356e-07,4.8577689530361986e-05,1.0135198137683066e-05
traindata_20181118_172302,sgDI20ALB,strain,-6.317838558460851e-05,5.192756977196914e-05,1.1741967279121605e-05
traindata_20181118_172302,sgDI20ALL,strain,-4.6698765633436065e-05,4.329039164017491e-05,9.908935233316786e-06
traindata_20181118_172302,sgDI23ALB,strain,-6.14798617322096e-05,4.6105049008765965e-05,1.0397488400189709e-05
traindata_20181118_172302,sgDI23ALL,strain,-3.856181192669271e-05,3.7510549649388814e-05,8.411870074225009e-06
traindata_20181118_172302,sgRABB,strain,-0.0001782995812723184,0.0001863451439938987,1.0003421334714882e-05
traindata_20181118_172302,sgRABL,strain,-0.00014305632595674328,0.00015285878405845468,7.95654326485759e-06
traindata_20181118_172302,sgRAAB,strain,-7.0206344360853565e-06,4.216794519093354e-06,8.222382008276838e-07
traindata_20181118_172302,sgRAAL,strain,-6.4332724945850535e-06,1.1641971547668277e-05,2.7740263629020466e-06
traindata_20181119_080130,aBD11Az,accel,-1.0184935572620868,1.2540157159778214,0.07706911084330648
traindata_20181119_080130,aBD17Ay,accel,-0.6447889027450457,0.7227903767822503,0.04082872111385504
traindata_20181119_080130,aBD17Az,accel,-1.1919338163747233,1.0548298838659458,0.08651752623333722
traindata_20181119_080130,aBD17Cz,accel,-0.9094807400623693,0.8542070131480254,0.05084510585281682
traindata_20181119_080130,aBD23Ay,accel,-0.7621700243052364,0.5684058892634113,0.039216944058813194
traindata_20181119_080130,aBD23Az,accel,-1.3662721525921284,1.8885608099191045,0.08013523962914262
traindata_20181119_080130,aAR0910Ay,accel,,,
traindata_20181119_080130,aAR0910Cy,accel,,,
traindata_20181119_080130,aAR1516Ay,accel,,,
traindata_20181119_080130,aAR1516Cy,accel,,,
traindata_20181119_080130,aAR2122Ay,accel,,,
traindata_20181119_080130,aAR2122Cy,accel,,,
traindata_20181119_080130,sgBD1011A,strain,-1.7146603601040462e-06,1.885701769280192e-05,3.2085194573529786e-06
traindata_20181119_080130,sgBD1415A,strain,-1.8226945183510708e-06,1.7861593291651332e-05,2.7209006783919626e-06
traindata_20181119_080130,sgBD1718A,strain,,,
traindata_20181119_080130,sgBD1718C,strain,-9.96332895101691e-07,2.168429298459346e-05,4.521326281590361e-06
traindata_20181119_080130,sgBD2324AB,strain,-4.946374781684504e-07,2.0454697856197204e-05,3.970205018896851e-06
traindata_20181119_080130,sgBD2324AT,strain,,,
traindata_20181119_080130,sgBD2324C,strain,-4.4999013852045806e-07,1.6442506076361945e-05,3.365428755197133e-06
traindata_20181119_080130,sgBD2728A,strain,-4.692447251299569e-07,4.715898566910516e-05,9.408685206458051e-06
traindata_20181119_080130,sgDI20ALB,strain,-4.544698426558428e-05,6.158437954085328e-05,1.0866002815666439e-05
traindata_20181119_080130,sgDI20ALL,strain,-3.2351587245889194e-05,5.111459355294247e-05,9.188688316409936e-06
traindata_20181119_080130,sgDI23ALB,strain,-3.958543397497062e-05,5.328923223433472e-05,9.438885583629988e-06
traindata_20181119_080130,sgDI23ALL,strain,-2.3649797534645194e-05,4.06437855659957e-05,7.608559704198298e-06
traindata_20181119_080130,sgRABB,strain,-0.00014122503896545874,0.00014807806219844382,1.1029933102703122e-05
traindata_20181119_080130,sgRABL,strain,-0.00012054319519865498,0.0001259266234865561,8.80216027130705e-06
traindata_20181119_080130,sgRAAB,strain,-1.1602908393102304e-05,6.948256603541965e-06,1.5873896994448901e-06
traindata_20181119_080130,sgRAAL,strain,-1.085679119416672e-05,1.0860659754914832e-05,2.9945340237409786e-06
traindata_20181119_170059,aBD11Az,accel,-0.8312942751564371,0.7549254927990511,0.06018294206642923
traindata_20181119_170059,aBD17Ay,accel,-0.40344556900568646,0.4890177835715978,0.029950035938898847
traindata_20181119_170059,aBD17Az,accel,-0.9262200159799734,0.9802982821681558,0.07030247831274773
traindata_20181119_170059,aBD17Cz,accel,-0.7386609415303871,0.6685162134648849,0.04718827254422568
traindata_20181119_170059,aBD23Ay,accel,-0.46995198195718474,0.5333549013039741,0.030840364282009744
traindata_20181119_170059,aBD23Az,accel,-0.9265882728113402,0.9084898713404106,0.06864175237487238
traindata_20181119_170059,aAR0910Ay,accel,,,
traindata_20181119_170059,aAR0910Cy,accel,,,
traindata_20181119_170059,aAR1516Ay,accel,,,
traindata_20181119_170059,aAR1516Cy,accel,,,
traindata_20181119_170059,aAR2122Ay,accel,,,
traindata_20181119_170059,aAR2122Cy,accel,,,
traindata_20181119_170059,sgBD1011A,strain,-2.288835688443524e-06,1.603791487207081e-05,2.7222488397107256e-06
traindata_20181119_170059,sgBD1415A,strain,-2.171173580790207e-06,1.3664400087703537e-05,2.277601209718512e-06
traindata_20181119_170059,sgBD1718A,strain,,,
traindata_20181119_170059,sgBD1718C,strain,-1.5157015281721978e-06,1.9576686240928547e-05,4.135289674572296e-06
traindata_20181119_170059,sgBD2324AB,strain,-1.2404764856184124e-06,1.61937968754822e-05,3.179780253216296e-06
traindata_20181119_170059,sgBD2324AT,strain,,,
traindata_20181119_170059,sgBD2324C,strain,-9.978143251336688e-07,1.5059685185436756e-05,3.0449565239628617e-06
traindata_20181119_170059,sgBD2728A,strain,-8.62039359873372e-07,4.347926586447393e-05,8.110350297037044e-06
traindata_20181119_170059,sgDI20ALB,strain,-2.8995027158182037e-05,5.16098432390388e-05,8.857107628011458e-06
traindata_20181119_170059,sgDI20ALL,strain,-2.073144254853619e-05,4.356492897330329e-05,7.66783451480089e-06
traindata_20181119_170059,sgDI23ALB,strain,-2.066729609412094e-05,4.6958593093796995e-05,7.696717030096423e-06
traindata_20181119_170059,sgDI23ALL,strain,-1.4643329085133495e-05,3.554416571930366e-05,6.544093917424415e-06
traindata_20181119_170059,sgRABB,strain,-0.00011343909364547196,0.00010477753764757264,7.865507059344718e-06
traindata_20181119_170059,sgRABL,strain,-9.920719563633783e-05,9.71717512335832e-05,6.393490267166891e-06
traindata_20181119_170059,sgRAAB,strain,-6.185720802294231e-06,6.110417274719763e-06,1.1227685685892908e-06
traindata_20181119_170059,sgRAAL,strain,-7.253900600475007e-06,1.0901506218350261e-05,2.360178167411469e-06
traindata_20181120_083725,aBD11Az,accel,-0.6292921257746732,0.7456984850653593,0.06362911562204028
traindata_20181120_083725,aBD17Ay,accel,-0.460829437303636,0.5575934883378945,0.037018793232618585
traindata_20181120_083725,aBD17Az,accel,-1.4648497749115865,1.8095504516488194,0.11991659311971875
traindata_20181120_083725,aBD17Cz,accel,-0.3765449219525806,0.4441866519383357,0.043416237906713735
traindata_20181120_083725,aBD23Ay,accel,-0.4845792602577282,0.46219614297629263,0.0376152923770391
traindata_20181120_083725,aBD23Az,accel,-0.849898397779859,0.6974261718225081,0.07041224981528947
traindata_20181120_083725,aAR0910Ay,accel,,,
traindata_20181120_083725,aAR0910Cy,accel,,,
traindata_20181120_083725,aAR1516Ay,accel,,,
traindata_20181120_083725,aAR1516Cy,accel,,,
traindata_20181120_083725,aAR2122Ay,accel,,,
traindata_20181120_083725,aAR2122Cy,accel,,,
traindata_20181120_083725,sgBD1011A,strain,-1.578329792956796e-06,1.9003592024822823e-05,3.6421432536302593e-06
traindata_20181120_083725,sgBD1415A,strain,-1.401991837368308e-06,1.627678064025821e-05,2.9905882441850724e-06
traindata_20181120_083725,sgBD1718A,strain,,,
traindata_20181120_083725,sgBD1718C,strain,-1.3146125478758473e-06,2.291368367270748e-05,5.549642933735044e-06
traindata_20181120_083725,sgBD2324AB,strain,-7.601565104369614e-07,1.922362922458715e-05,4.285284580650337e-06
traindata_20181120_083725,sgBD2324AT,strain,,,
traindata_20181120_083725,sgBD2324C,strain,-6.202614729071865e-07,1.7486205495443458e-05,4.184793422441912e-06
traindata_20181120_083725,sgBD2728A,strain,-3.6847751144254443e-07,4.7537190862146945e-05,1.061884996951925e-05
traindata_20181120_083725,sgDI20ALB,strain,-3.4913507125619787e-05,5.539094631602239e-05,1.0505522017345242e-05
traindata_20181120_083725,sgDI20ALL,strain,-2.465348091990028e-05,4.666986831236943e-05,9.267415215490748e-06
traindata_20181120_083725,sgDI23ALB,strain,-2.4361820286685127e-05,4.997871025425244e-05,9.114548318813227e-06
traindata_20181120_083725,sgDI23ALL,strain,-1.7531956067488353e-05,3.980459268647932e-05,7.971255422978789e-06
traindata_20181120_083725,sgRABB,strain,-0.00011707905910001257,0.00012476716537578215,1.0482500406102235e-05
traindata_20181120_083725,sgRABL,strain,-9.912812593575849e-05,0.00010795580019171259,8.202079449727949e-06
traindata_20181120_083725,sgRAAB,strain,-5.434518792949358e-06,6.288132734277066e-06,8.834319597192821e-07
traindata_20181120_083725,sgRAAL,strain,-5.9574854597826e-06,1.0907365762106552e-05,3.0094701921569845e-06
traindata_20181120_170149,aBD11Az,accel,-0.9319040038388934,0.8123144857596019,0.0733500189485102
traindata_20181120_170149,aBD17Ay,accel,-2.469148666066024,2.321014032021951,0.11891566698110695
traindata_20181120_170149,aBD17Az,accel,-5.455968902207225,5.137996334193679,0.3583102754374492
traindata_20181120_170149,aBD17Cz,accel,-11.63176370680001,11.986854483043453,0.3936611171915223
traindata_20181120_170149,aBD23Ay,accel,-3.2867928582890475,2.344763978206565,0.10453501942596859
traindata_20181120_170149,aBD23Az,accel,-1.3875769283276516,1.2207927412980406,0.10352080876263196
traindata_20181120_170149,aAR0910Ay,accel,,,
traindata_20181120_170149,aAR0910Cy,accel,,,
traindata_20181120_170149,aAR1516Ay,accel,,,
traindata_20181120_170149,aAR1516Cy,accel,,,
traindata_20181120_170149,aAR2122Ay,accel,,,
traindata_20181120_170149,aAR2122Cy,accel,,,
traindata_20181120_170149,sgBD1011A,strain,-1.4933196289334627e-06,9.848766474176247e-06,1.6791918707995713e-06
traindata_20181120_170149,sgBD1415A,strain,-3.631472863343811e-06,5.501077387904855e-06,9.952624136404795e-07
traindata_20181120_170149,sgBD1718A,strain,,,
